"output","barkbeetle","decomposition","establishment","rep","cumNEP","totalC","liveC","deadWoodyC","litterC","soilC"
"scen_100",TRUE,FALSE,FALSE,5,0.400986383679803,0.383239653117332,1.32275870027044,-0.375782404761302,0.158967461687271,0.0317059047162322
"scen_100",TRUE,FALSE,FALSE,6,0.294989168781047,0.230842723618686,0.797823231413305,-0.264407970274098,0.114982192402455,0.053617979391233
"scen_100",TRUE,FALSE,FALSE,7,0.188186341654048,0.148332917109584,0.727886659206101,-0.304382911643771,0.0392426209639237,-0.0184521220625092
"scen_100",TRUE,FALSE,FALSE,8,0.323323356316138,0.303585731090137,1.3624749691847,-0.556445490395565,0.114183633147849,-0.00121255105309279
"scen_100",TRUE,FALSE,FALSE,9,0.278555291809315,0.256994409018901,1.05953891552321,-0.369997580601414,0.0791273435479033,-0.00651751048188657
"scen_101",TRUE,FALSE,TRUE,1,0.267112454850377,0.238044831670965,1.08697561872913,-0.426659346531226,0.0718505694920402,-0.0216319392588609
"scen_101",TRUE,FALSE,TRUE,10,0.204860727853591,0.151820031824758,0.511293779814397,-0.176263544999388,0.0838872273999737,0.0480205868318552
"scen_101",TRUE,FALSE,TRUE,2,0.242344429764615,0.190548007772343,0.785014797676098,-0.310469447674988,0.0799898178426166,0.0269089148255257
"scen_101",TRUE,FALSE,TRUE,3,0.414721393995303,0.383217328977942,1.47710626410097,-0.510386601537246,0.156642466027885,0.0263965278278157
"scen_101",TRUE,FALSE,TRUE,4,0.221536980323014,0.177878517800668,0.78650737431409,-0.303959068614149,0.0566568108945788,-0.00685316268773503
"scen_101",TRUE,FALSE,TRUE,5,0.387388127775585,0.344196497099928,1.30038090596128,-0.43525125454245,0.140298341256325,0.0251006757325495
"scen_101",TRUE,FALSE,TRUE,6,0.326694972309896,0.228010491701769,0.885665576071241,-0.317293254799696,0.102969147706013,0.0165914341401084
"scen_101",TRUE,FALSE,TRUE,7,0.307809377226808,0.208082952874992,0.899475791073879,-0.347515903814416,0.076068388565568,-0.00257520068101775
"scen_101",TRUE,FALSE,TRUE,8,0.279671304842784,0.283118061996442,1.22134775603409,-0.519129183438343,0.127207447615749,0.0431704728469235
"scen_101",TRUE,FALSE,TRUE,9,0.264079527507395,0.224427594242386,0.889131912640601,-0.336852871699509,0.0939695588985194,0.0367693577857645
"scen_110",TRUE,TRUE,FALSE,1,0.85363602579773,0.938742302653749,0.989205497632002,0.139656053231502,0.930548083116744,0.953902403479659
"scen_110",TRUE,TRUE,FALSE,10,0.854408107756239,0.853157416294403,0.348878139690825,0.45393229287974,0.962233829866519,0.997950021116144
"scen_110",TRUE,TRUE,FALSE,2,0.863798838770666,0.885887361465727,0.695707710853484,0.268511344202142,0.929504707506681,0.962592768669906
"scen_110",TRUE,TRUE,FALSE,3,0.919634067000765,1.04209145378971,1.33324856033361,0.0484598702145827,0.974219121934248,0.963579853104341
"scen_110",TRUE,TRUE,FALSE,4,0.921132609320657,0.983736295984056,0.856825666136849,0.298092748332969,0.995774729859416,0.994723258973073
"scen_110",TRUE,TRUE,FALSE,5,0.987220737827798,1.01105299601575,0.962723704630393,0.265396087727661,0.998717675976633,0.998846931060668
"scen_110",TRUE,TRUE,FALSE,6,0.956080932028633,0.966538552116935,0.873854870682565,0.255410718751462,0.987644794338334,0.98021405522099
"scen_110",TRUE,TRUE,FALSE,7,0.83665448341953,0.85721838319966,0.619718038463428,0.279666840052133,0.915528083940115,0.956738618474193
"scen_110",TRUE,TRUE,FALSE,8,0.931030259205888,0.999544827068309,1.1057923592907,0.0761156321911664,1.00119271360871,1.0416311373502
"scen_110",TRUE,TRUE,FALSE,9,0.944112819479288,0.969917257339524,0.893113399833363,0.246970251317836,0.971047551247043,0.996389117847708
"scen_111",TRUE,TRUE,TRUE,1,1.0354104602703,1.03122061235866,1.09631185901438,0.203712104184546,1.00196865999267,0.982298437012924
"scen_111",TRUE,TRUE,TRUE,10,0.947049651744553,0.918033283630043,0.538686243868223,0.41666088590555,0.990319080522942,1.00877650038072
"scen_111",TRUE,TRUE,TRUE,2,0.992766921149582,0.977923544290456,0.912853223468243,0.230365457186162,0.990301187243616,1.00396883193806
"scen_111",TRUE,TRUE,TRUE,3,1.01642413830708,1.07907154005011,1.41364188173951,0.0339696639482927,1.0067296558213,0.979772359608822
"scen_111",TRUE,TRUE,TRUE,4,0.947221291631732,0.98672736602943,0.86638118578071,0.299371128741127,0.992952360238604,0.993997197683119
"scen_111",TRUE,TRUE,TRUE,5,1.07495881230849,1.06915805730939,1.12386692533516,0.228841557731546,1.03376546149859,1.01476629953446
"scen_111",TRUE,TRUE,TRUE,6,1.0124536432203,1.00050161053294,0.869591745746451,0.298437165877867,1.02261172356695,1.01091426654349
"scen_111",TRUE,TRUE,TRUE,7,0.990147135673304,0.933141520318735,0.712982029113676,0.316503778467056,0.977315970888599,0.992790549474193
"scen_111",TRUE,TRUE,TRUE,8,1.07434844307811,1.06807991432558,1.15619554430867,0.172850983099754,1.04460772853956,1.03876998066614
"scen_111",TRUE,TRUE,TRUE,9,0.909219502616543,0.936142551154666,0.914047043875149,0.181319109898964,0.93942817168716,0.973945577158373
