"rep","group","disturbance","patch","Rh_Mg_ha","beetle_generations_ha","sap_count_ha","sap_count_ha_piab","sap_count_ha_lade","sap_count_ha_pice","sap_count_ha_soau","sap_count_ha_pimu","sap_count_ha_acps","sap_count_ha_saca","sap_count_ha_pisy","sap_count_ha_soar","sap_count_ha_potr","sap_count_ha_fasy","sap_count_ha_bepe","sap_count_ha_frex","sap_count_ha_ulgl","sap_count_ha_acpl","sap_count_ha_tico","sap_count_ha_abal","sap_count_ha_quro","sap_count_ha_poni","sap_count_ha_alvi","sap_count_ha_alin","sap_count_ha_qupe","sap_count_ha_algl","sap_count_ha_coav","sap_count_ha_cabe","sap_count_ha_tipl","area_ha"
2,"macroclimate","postdisturbance",13,8.88615249706158,2.66666666666667,49380.823466301,12822.7094421387,4380.04112752278,0,1267.42713165283,0,1592.46723429362,186.76431798935,0,3751.31137657166,0,21763.8588562012,0,3235.67375691732,21.442326704661,0,0,359.127896308899,0,0,0,0,0,0,0,0,0,3
2,"macroclimate","postdisturbance",14,10.4829140111725,2.5,48673.7131438852,12624.6477355957,3122.47476577759,0,2624.20526102185,0,1765.91436004638,3036.71845054626,0,427.638090431691,0,22731.4631576538,0,1326.79428482056,4.66822004318237,128.081793278456,370.919848442078,510.187176227569,0,0,0,0,0,0,0,0,0,2
2,"macroclimate","postdisturbance",15,8.78047733928779,2.5,48553.2628607154,14547.9722290039,7203.51654815674,0,3556.07994651795,0,1591.68618774414,196.948979556561,0,2157.45295333862,0,16207.578125,0,1691.86116790771,132.477339029312,0,0,1267.68938446045,0,0,0,0,0,0,0,0,0,2
2,"macroclimate","postdisturbance",16,6.93769703724145,2.59090909090909,49570.8207038235,12520.2444832542,460.131431482055,0,7659.42632969943,0,2635.1243204637,5673.13576576927,0,2336.58302200924,0,17394.7895979448,0,847.027058254589,9.16963248090311,0,13.8775577545166,21.3115047108043,0,0,0,0,0,0,0,0,0,22
2,"macroclimate","postdisturbance",17,9.27266061092048,2.5,65454.7467676997,14757.8849182129,721.759794235229,0,634.934658586979,0,818.965602874756,21.1589622497559,0,2958.90524482727,0,41530.1525878906,0,1892.56117630005,0,0,1.22892963886261,2117.1948928833,0,0,0,0,0,0,0,0,0,1
2,"macroclimate","postdisturbance",18,9.42924454959966,2.83333333333333,47011.6494782766,8153.06655883789,1870.38363393148,0,2256.09859879811,0,3273.24875895183,1667.50158818563,0,3769.86649703979,0,21815.5724894206,0,1881.19970703125,0,273.884182929993,299.31499560674,1745.65921465556,0,0,0,0,0,5.85325288772583,0,0,0,3
2,"macroclimate","postdisturbance",19,10.142058290673,2.5,58110.0105754832,10461.3407745361,2190.3551120758,0,1566.32981644074,0,1277.54819297791,388.371149381002,0.135792811711629,4148.93288993836,0,34111.4731648763,0,3108.01172892252,0,38.43127399683,3.81419978539149,815.109750429789,0,0,0,0,0,0.156729310750961,0,0,0,6
2,"macroclimate","postdisturbance",20,10.176279333503,2,24865.9134140015,12861.1902160645,3989.69346618652,0,2426.15161132812,0,446.830640792847,272.064544677734,0,416.436981201172,0,4290.66145706177,20.0297107696533,82.5234489440918,0,0,0,60.3313369750977,0,0,0,0,0,0,0,0,0,1
2,"macroclimate","postdisturbance",21,6.74927158496817,2.875,37736.0062959194,14291.2901763916,415.944578170776,0,5725.88386297226,0,687.457624912262,3362.96786689758,0,1174.80666023493,0,10066.8320960998,0,316.301538467407,0,0,151.010393559932,1543.51149821281,0,0,0,0,0,0,0,0,0,4
2,"macroclimate","postdisturbance",22,7.90832410877949,2.5,77704.4295740128,29271.4093017578,235.0045337677,0,11049.7071743011,0,2774.17755889893,4430.45208358765,0,4813.85803604126,0,15020.5625076294,0,2281.20278930664,0,0,1094.18259525299,6733.87299346924,0,0,0,0,0,0,0,0,0,1
2,"macroclimate","postdisturbance",23,8.22983282326804,2.5,36020.2972477675,19447.8648274739,1946.67189280192,0,997.311234474183,0,612.72799428304,171.57111676534,0,76.5313377777735,0,10550.3411458333,0,33.132865746816,0,0,0,2184.14483261109,0,0,0,0,0,0,0,0,0,3
2,"macroclimate","postdisturbance",24,5.90032823520765,2.5,55389.338670075,21191.497680664,323.541173934937,0,7501.78135108948,0,1899.3838224411,3184.31973171234,0,3835.33796691894,0,11267.1376800537,0,898.652863979339,0,0,645.641393482685,4642.04500579834,0,0,0,0,0,0,0,0,0,2
2,"macroclimate","postdisturbance",25,7.40323206589384,2,51334.7883598804,11555.7466430664,2.15006709098816,0,8279.2681427002,0,1453.11761474609,3603.36241149902,0,395.703138828278,0,25689.2453613281,0,274.455753326416,0,0,81.7392272949219,0,0,0,0,0,0,0,0,0,0,1
2,"macroclimate","predisturbance",2,7.41519727867062,2,45465.935171032,23383.22265625,6749.87746295929,0,5662.09584960938,0,1313.72608337402,1293.6634765625,0,151.475149536133,0,4483.25161132813,763.18549194336,15.0065882205963,0,37.0527717590332,0,1554.96251220703,0,58.415517282486,0,0,0,0,0,0,0,5
2,"macroclimate","predisturbance",3,6.87344320261469,1.5,43321.8794231415,29344.1834106445,7354.26183128357,0,3219.01635742188,0,400.608711242676,468.052886962891,0,0,0,572.42919921875,297.564331054688,0,0,0,0,1665.7626953125,0,0,0,0,0,0,0,0,0,1
2,"macroclimate","predisturbance",4,6.97276142411962,1.875,46857.2290687561,27567.4584960938,7195.89037322997,0,5715.32769775391,0,1052.36399698257,833.020492553711,0,0,0,2035.65621948242,649.927243232728,27.5486016273499,0,53.9227275848389,0,1726.11322021484,0,0,0,0,0,0,0,0,0,4
