"year","group","NEP_Mg_ha","cumNEP_Mg_ha","total_C_Mg_ha","live_C_Mg_ha","deadWoody_C_Mg_ha","litter_C_Mg_ha","soil_C_Mg_ha","killedVolume_beetles","killedVolume_wind","killedVolume_total","ba_m2_ha_abal","ba_m2_ha_acpl","ba_m2_ha_acps","ba_m2_ha_algl","ba_m2_ha_alin","ba_m2_ha_alvi","ba_m2_ha_bepe","ba_m2_ha_cabe","ba_m2_ha_coav","ba_m2_ha_fasy","ba_m2_ha_frex","ba_m2_ha_lade","ba_m2_ha_piab","ba_m2_ha_pice","ba_m2_ha_pimu","ba_m2_ha_pisy","ba_m2_ha_poni","ba_m2_ha_potr","ba_m2_ha_qupe","ba_m2_ha_quro","ba_m2_ha_saca","ba_m2_ha_soar","ba_m2_ha_soau","ba_m2_ha_tico","ba_m2_ha_tipl","ba_m2_ha_ulgl"
6,"macroclimate",0.33441658625555,-0.166988788611881,274.794879570985,108.78463543468,19.1845055579028,14.6442424555992,132.181496122803,24312.0539527804,35237.4273620085,59549.4813147889,0.295339499362645,0.000420219876465459,0.0294851160865251,0.000821176975209483,0.00140514708582048,7.34393166017633e-05,0.00704889115006163,9.34630966114095e-08,0,2.79992312394157,0.0565034413968083,4.21012101037836,18.601883512899,0.803934388606192,0,0.00758375393167825,0.00201544744177297,7.64563167909179e-07,2.48643920145847e-07,0.000269800311241947,0.000102832691723849,0.00383128882910377,0.00845807092625333,0.00166108669797743,0,0.00363029664453598
6,"microclimate",0.525805135437888,1.17499664712314,276.139442765216,109.324203310371,19.2443524657947,15.1776803230465,132.393206666004,11112.8417869787,36013.8895227903,47126.731309769,0.294778245384306,0.000424277850524294,0.0292016167897876,0.000825855100558546,0.0013846469980041,7.14284706247103e-05,0.00703801589734641,6.77056535604041e-08,0,2.7999240895939,0.0563231733580533,4.2080229590791,18.7417366817141,0.803294928927789,0,0.00750589024563982,0.00203184562966168,7.74133672586279e-07,1.87344534867965e-07,0.000277146668840263,0.000103052455711819,0.00380972168132411,0.00842132542763991,0.00165545232796778,0,0.00367574144983972
7,"macroclimate",0.248627626252385,0.0816388376405017,275.060483454361,109.115132969894,19.4316165097494,14.5097412752197,132.003992699498,29928.6245635498,38484.6164953941,68413.2410589438,0.295801756800393,0.000406198500296041,0.0325799416210027,0.000760460634450496,0.00135999146790343,7.37011706087187e-05,0.0077832582122584,2.28771094520275e-07,0,2.81243850040749,0.0566249927863532,4.19399847654066,18.6263138501257,0.801354977683246,0,0.0072531984658058,0.00199604084790902,8.73856618082368e-07,2.83071185216122e-07,0.00027072347886388,0.0001473941218073,0.00389606910969908,0.00838451343747265,0.00164037297846015,0,0.00361209521345565
7,"microclimate",0.446696394100749,1.62169304122389,276.602754194999,109.770478823654,19.4683770623508,15.0972365365063,132.266661772488,14218.0863506342,39043.4751571024,53261.5615077366,0.295244180930502,0.000417185470156115,0.0322824371437711,0.000773082813576024,0.00133408032801443,7.19975328809329e-05,0.00775002903314954,2.09301775139923e-07,0,2.8122822817026,0.0564660705322119,4.19210093980867,18.7956219273093,0.800675290580639,0,0.00719616311129853,0.00201019792326217,9.01088516305994e-07,1.88423632235803e-07,0.000277978507509451,0.000148155283682538,0.00387203940926748,0.00831847518328498,0.00161410525891257,0,0.00365188144991172
8,"macroclimate",0.300640159957911,0.382278997598411,275.370884008784,109.383055565085,19.7423679488951,14.4168402414039,131.8286202534,34454.0161607287,43574.3043534451,78028.3205141738,0.296132321945343,0.000388312172366978,0.0359624216367671,0.000706753508839802,0.00130240094429887,7.11378447250862e-05,0.00842684007006489,2.80039955715049e-07,0,2.8244627050458,0.0565480839927752,4.18439093746559,18.6439460736548,0.79836015196195,0,0.00689483402483075,0.00196799747652896,1.08537931323173e-06,8.751668321777e-07,0.000273394235756063,0.000271785823449043,0.00408378548077446,0.00837840147995647,0.00161782176804153,0,0.00358581640558756
8,"microclimate",0.492680059931264,2.11437310115515,277.107888685463,110.113674114017,19.7983873395845,15.051403253172,132.144423978689,17045.4979744633,44303.1813942477,61348.679368711,0.295484460115747,0.000395754988517956,0.0356421576680905,0.000709368687325351,0.00126543664139907,6.8482051796619e-05,0.00838516759684292,2.45478815526242e-07,0,2.82394285855006,0.0563179689403447,4.18169554656652,18.8311827582747,0.797565511273292,0,0.00683259122330255,0.00198219825229557,1.16338918450173e-06,8.34390423485525e-07,0.000278835043040633,0.000271289075985895,0.00404302422147726,0.00830201487356265,0.00157936487941237,0,0.00364470740793108
9,"macroclimate",0.415578066280376,0.797857063878789,275.79318356799,109.708691261838,20.1212315161519,14.2986036277189,131.664657162281,38058.1332260785,52864.4504054242,90922.5836315027,0.29679216529134,0.000383178587501564,0.0401243142312139,0.000664686240965857,0.00124999930377059,7.0226263401832e-05,0.00911848191401238,3.84072494306748e-07,0,2.83931879908663,0.0567519634274716,4.18336800578591,18.6724873677922,0.796475524645353,0,0.00660327359218863,0.00195523651077595,1.27370060648593e-06,1.28393382738235e-06,0.000277205482726544,0.000466156046769092,0.00451088203518565,0.00890290756702988,0.00160045632145438,0,0.00359821271248069
9,"microclimate",0.604875785545112,2.71924888670027,277.719083387978,110.488319465645,20.2139033002385,14.9790118021288,132.037848819966,19283.1269648522,53881.1895030098,73164.316467862,0.296261371238896,0.000385388717366715,0.0397362332435272,0.000669045780566198,0.00121189729738967,6.75228733370073e-05,0.00907651772747897,3.41960490328191e-07,0,2.83887160816677,0.0564061534683732,4.18037687425748,18.8713613694511,0.795363845818322,0,0.0065430903541515,0.0019607684962543,1.33174855227676e-06,1.19250250795436e-06,0.000278431840167236,0.000464821122542042,0.00446387620923825,0.00881545462556566,0.00156379655119086,0,0.00366440548053993
10,"macroclimate",0.321535865381681,1.11939292926046,276.11672779597,110.439241829037,20.0523358178058,14.1279871884357,131.497162960691,41656.0133726843,54203.2943432044,95859.3077158886,0.298183589981222,0.000377050692806325,0.0446609604389376,0.000640648568948162,0.00121885581814041,7.04904572964598e-05,0.0097740435497747,4.10531510503725e-07,0,2.85879964776451,0.0572644265448309,4.20726862127668,18.7666069674325,0.795253914311603,0,0.00640816293446404,0.00194605986049316,1.45632817057763e-06,1.62574568130428e-06,0.00028136565919922,0.000738911986320432,0.00523916489832162,0.0101421694486961,0.00160949620088765,1.19479776913163e-08,0.00364784374806039
10,"microclimate",0.501204951623216,3.22045383832348,278.219387390878,111.25612417162,20.1788763832364,14.852311475587,131.932075360435,21654.0768925147,55215.7329381723,76869.809830687,0.29794595973112,0.000383417599436724,0.044212415655406,0.000633783638697347,0.00116862709342829,6.72552438718687e-05,0.00975019569712713,3.90022880097384e-07,0,2.8575705754895,0.0567520539223872,4.20468448695649,18.9767767137305,0.793973401219918,0,0.00635835514447536,0.00194363594815109,1.53476916725546e-06,1.52723092383899e-06,0.000282822667821734,0.000734541697613131,0.00517989731886097,0.0100345269131595,0.00157030749236033,0,0.00371892501600947
11,"macroclimate",0.322905658102609,1.44229858736308,276.440118116419,110.154809347032,20.8187836413341,14.1125836577517,131.353941470302,45527.3055547484,76573.7916115371,122101.097166286,0.297268936348892,0.000374633697066931,0.0486358026997448,0.00060065208772027,0.001154773189501,7.20942995925318e-05,0.0103147599912627,4.18051028767007e-07,0,2.86828453502691,0.0571550769364874,4.19860290842886,18.6709095152261,0.792200800887657,0,0.00621064247218531,0.00189319851657347,1.61648300082883e-06,2.61846102713506e-06,0.000287346891996309,0.00104663055321336,0.00619693795709022,0.0118175899769398,0.00157783838587307,2.8623256987598e-08,0.00363840184075482
11,"microclimate",0.487287698591011,3.70774153691449,278.706752220439,111.069768730957,20.9266690567858,14.8624121028287,131.847902329867,24012.301389769,76537.8536833354,100550.155073104,0.297001185663529,0.000380191971836749,0.0481090750527912,0.000582387912411006,0.00109350264416556,6.82389370297024e-05,0.0103197790465057,4.44022726840318e-07,0,2.86700592827919,0.0564139303667682,4.19795924112782,18.9028523733806,0.791193191761388,0,0.00614729726108542,0.0018761450943324,1.71795965932222e-06,2.47328862349943e-06,0.000288121137468127,0.00104437961605734,0.00613135621187208,0.0117039473079628,0.00152243629442819,1.28897409098366e-08,0.00372961862001718
12,"macroclimate",0.206435934733572,1.64873452209665,276.641416027024,110.614971353158,20.7808881466697,14.0156503541553,131.22990617304,49781.6354837141,81259.2319653327,131040.867449047,0.298383307185757,0.000364783711225609,0.0530726405984442,0.000559613560657467,0.00108589513235369,7.7634425387505e-05,0.0108739849694759,4.71486926440129e-07,0,2.88411475826496,0.0569176041875609,4.22711707870111,18.7230308458781,0.790234425603342,0,0.00602404561944148,0.00185997149797023,1.70179112278981e-06,5.89278131986878e-06,0.00029306136498027,0.00139236093177525,0.00751167029521413,0.0142367317475599,0.00154626394938606,4.29198152323722e-08,0.0036387763726761
12,"microclimate",0.383322715068827,4.09106425198332,279.082252288045,111.592434830355,20.9111276544731,14.7952615681455,131.783428235071,26624.7412562686,81021.4237172847,107646.164973553,0.298208787142346,0.000369495609406961,0.0523867775085302,0.000533963220959433,0.0010099916578069,7.36115883793276e-05,0.0108927756930741,4.55337109986553e-07,0,2.88318979002668,0.0560464971754639,4.22630682555093,18.971518249606,0.789217152379046,0,0.00593582426960351,0.00183194178338122,1.8632290556993e-06,5.31416155530282e-06,0.000293921984485391,0.00138526212279796,0.00742076879627639,0.0141082431402215,0.00153095105871057,6.81900534644258e-08,0.00371797407382922
13,"macroclimate",0.386246064656741,2.03498058675339,277.022641455294,111.22081434658,20.7346381716188,13.9766934152418,131.090495521853,54114.5049199357,82017.5346096322,136132.039529568,0.300082890252219,0.000350909387962051,0.0575980800647323,0.000523788556965051,0.00101871071502541,9.08486605736394e-05,0.0114237572045574,5.14666519530088e-07,0,2.90198727824508,0.0567979673897888,4.26332120576417,18.7996377491909,0.788460777156059,0,0.00589691525667274,0.00181316853595266,1.83584597695803e-06,8.41249002412327e-06,0.000298030392080456,0.00169311632583635,0.00904929808819701,0.0170830348993858,0.00155174597297296,1.84712852414399e-07,0.003640182306216
13,"microclimate",0.55251981170562,4.64358406368893,279.629991142719,112.256854760462,20.8873628113052,14.7812767898642,131.704496781088,29422.4613339943,81758.4981073303,111180.959441325,0.299818068742917,0.000351262027960612,0.0567358804351679,0.000486183083166963,0.000930607070153501,8.73681632092508e-05,0.0114644106170917,4.95410309322552e-07,0,2.90040713642219,0.0556883230071018,4.26242726899685,19.0629901244625,0.787419744940769,0,0.00578027523220056,0.00177496613432872,2.11381281877522e-06,7.9604543046064e-06,0.000297371389626967,0.00168199633760586,0.00894230483183306,0.0169441941480034,0.00151758948163422,2.24130786820656e-07,0.00372810152199799
14,"macroclimate",0.483872992869057,2.51885357962246,277.505944896847,111.685239021304,20.9213950991322,13.952892226213,130.946418550198,58113.1335981073,88941.4379395431,147054.57153765,0.301241573632043,0.000343824060321831,0.0621191894829919,0.000492788920375416,0.000953268061757195,0.000103104954637676,0.0119428941377961,5.68705915087532e-07,0,2.91936911783213,0.0565388926384164,4.29511107710491,18.855056637653,0.786424480082281,0,0.00576828634839817,0.00176840099460871,1.8398266070559e-06,1.08334053761797e-05,0.000304522174286261,0.0018926720830004,0.0106575263907749,0.0200543436305675,0.00153459368912144,1.90980437138877e-07,0.00364434003055142
14,"microclimate",0.629634739974034,5.27321880366297,280.25790997411,112.765838673786,21.0948356784567,14.7749273646305,131.622308257237,31926.4064736937,88889.3540672902,120815.760540984,0.3009563207633,0.000342739812443236,0.0610056968585424,0.000451554776295848,0.000855409006398867,9.92049415925131e-05,0.0119970569653792,5.37354640552274e-07,0,2.91726259265359,0.0551411791631043,4.293453553668,19.1313848081573,0.785650398552512,0,0.00561698276814927,0.00170655206517276,2.20655446261693e-06,1.02658421354811e-05,0.000304387313596945,0.00188346343192547,0.0105410276112403,0.0198885296099367,0.00151095177867438,2.44334266794661e-07,0.00372784116762265
15,"macroclimate",0.294627391891275,2.81348097151373,277.795260257535,112.103849188321,20.9736294515137,13.9193940580711,130.798387559629,63364.029766199,90816.9470955758,154180.976861775,0.302616889025584,0.000320047916644813,0.0662434196066693,0.000459911906619219,0.000884029980571876,0.00011605338051286,0.0123493919294837,6.08889745920663e-07,0,2.93488864281662,0.0559760891857601,4.33229334842866,18.8948595774162,0.783908504923121,0,0.00561935366768204,0.00170241940510146,1.88278823336195e-06,1.41282333144634e-05,0.000312690548587545,0.00198816122269229,0.0122208092891338,0.0230510760776232,0.00151656265259807,4.32297144953062e-07,0.00364244655944634
15,"microclimate",0.449433802246475,5.72265260590944,280.700692307802,113.27495745744,21.1285666472367,14.7595553912646,131.53761281186,34774.3771773127,90848.8237778925,125623.200955205,0.302408804302719,0.000325862444819364,0.0648736682425772,0.000413184784433976,0.000770320556834676,0.000112409572400269,0.012406902988753,5.6784104683527e-07,0,2.93273613994623,0.0542671600612081,4.33059725133854,19.1944091785721,0.783172441423115,0,0.00543836267528838,0.00164010226828997,2.18576440010271e-06,1.36130337515924e-05,0.000310423827468511,0.00197486625839663,0.0120784308951752,0.0228496232997479,0.00150362498327517,4.43351925541478e-07,0.00372346565325107
16,"macroclimate",0.540809611835553,3.35429058334928,278.332688387052,112.558597537841,21.1488185938154,13.9701518477631,130.655120407632,67728.521479602,93310.454237517,161038.975717119,0.304171912913667,0.000302908072608317,0.0703923716174257,0.000428020911098464,0.000812680625724069,0.000130001252243089,0.0127483581176827,6.35956803308465e-07,0,2.95192253373328,0.0552813743101246,4.36993222320126,18.957016463528,0.781197146596096,0,0.00547255213896934,0.00163644755690481,1.89897799774954e-06,1.69471421339023e-05,0.000319334365461814,0.00203778785142331,0.0137166254543874,0.0257207007708728,0.00149564778397332,6.28673549197468e-07,0.00361882115416923
