"rep","ecotone","name","macroclimate","microclimate","relDiff"
5,"upper","sap_count_ha_abal",2.53987958990531,3.1978614386263,25.906025283093
5,"upper","sap_count_ha_acps",34.7177982485954,34.1197432298725,-1.72261793343147
5,"upper","sap_count_ha_fasy",3.18390859356931,14.1804170667787,345.377643548547
5,"upper","sap_count_ha_lade",3713.08954334287,4276.40383412846,15.1710397557081
5,"upper","sap_count_ha_piab",24.6642084667542,94.1883094857172,281.882555090617
5,"upper","sap_count_ha_pice",686.030560046892,983.843015769416,43.4109605411992
6,"core","sap_count_ha_abal",419.170823372967,291.638103467585,-30.4249992590508
6,"core","sap_count_ha_acps",506.164019939639,358.30989190197,-29.2107147511792
6,"core","sap_count_ha_fasy",3919.84387259719,2697.24347381656,-31.1900279326832
6,"core","sap_count_ha_lade",3139.47711355028,3064.57767172672,-2.38572982425271
6,"core","sap_count_ha_piab",8093.15075857298,8112.29256707875,0.236518620210901
6,"core","sap_count_ha_pice",1394.5957569231,1390.47935945578,-0.295167789439259
6,"lower","sap_count_ha_abal",184.486832066423,154.713733891217,-16.1383323902956
6,"lower","sap_count_ha_lade",763.535356413836,788.510896179686,3.27103906270362
6,"lower","sap_count_ha_pice",11.6223384266304,27.8340339544587,139.487381392047
6,"upper","sap_count_ha_abal",2.53800740856886,3.2418723407166,27.732973898001
6,"upper","sap_count_ha_acps",33.9030694381431,33.0926710551781,-2.39033927132625
6,"upper","sap_count_ha_fasy",3.49518502087681,12.7845281747032,265.775433870909
6,"upper","sap_count_ha_lade",4069.30210386764,4237.90934880087,4.14339463204217
6,"upper","sap_count_ha_piab",21.409824494467,101.508599868309,374.121587939883
6,"upper","sap_count_ha_pice",792.274728252628,1015.75097265748,28.2069131370285
7,"core","sap_count_ha_abal",418.156751066728,272.618297038729,-34.8047600945643
7,"core","sap_count_ha_acps",466.785607864627,332.852073608708,-28.6927300240931
7,"core","sap_count_ha_fasy",4013.03642861114,2519.73327750652,-37.211303153344
7,"core","sap_count_ha_lade",3194.3284877727,3288.71939656103,2.95495310359094
7,"core","sap_count_ha_piab",7787.32172381657,8650.69493697027,11.0869082307615
7,"core","sap_count_ha_pice",1298.80419665889,1407.48738788615,8.3679427204535
7,"lower","sap_count_ha_abal",195.437873387249,150.506592822008,-22.9900580611685
7,"lower","sap_count_ha_lade",833.106887709689,873.379554853777,4.83403363220321
7,"lower","sap_count_ha_pice",15.3801614291842,31.837331333266,107.002582384174
7,"upper","sap_count_ha_abal",2.94914741530027,3.10235849200099,5.19509726458092
7,"upper","sap_count_ha_acps",38.6900023318544,36.9723623758897,-4.43949302776482
7,"upper","sap_count_ha_fasy",3.32907936980821,13.3010753961794,299.542153209333
7,"upper","sap_count_ha_lade",3543.75995779482,4194.4813837343,18.3624577761866
7,"upper","sap_count_ha_piab",21.6127405317682,94.4394256622065,336.961825934993
7,"upper","sap_count_ha_pice",710.229498872084,979.648000350459,37.9340061073553
8,"core","sap_count_ha_abal",465.298775987764,292.765004537783,-37.0802117593617
8,"core","sap_count_ha_acps",541.860478563526,359.596700844521,-33.6366620060917
8,"core","sap_count_ha_fasy",4391.29382897184,2684.45396974492,-38.8687235631089
8,"core","sap_count_ha_lade",3329.71920075263,3407.47250985422,2.33513111508068
8,"core","sap_count_ha_piab",9457.88283265457,8437.50781548844,-10.7886197706231
8,"core","sap_count_ha_pice",1394.43826126869,1443.74135445474,3.5356956672422
8,"lower","sap_count_ha_abal",181.696894206047,152.027895777161,-16.3288418101636
8,"lower","sap_count_ha_lade",831.297377802879,834.314204182769,0.36290579766573
8,"lower","sap_count_ha_pice",14.2965054107148,30.9557750266296,116.526865393477
8,"upper","sap_count_ha_abal",2.92203561337048,3.01638078184485,3.22874807010136
8,"upper","sap_count_ha_acps",37.2678125495501,36.3186707077614,-2.54681393099397
8,"upper","sap_count_ha_fasy",3.22851383521242,12.5561489531694,288.914206165799
8,"upper","sap_count_ha_lade",3975.69790727721,4575.58867195828,15.0889423359614
8,"upper","sap_count_ha_piab",24.292761167744,94.3093255074374,288.219868693484
8,"upper","sap_count_ha_pice",748.77266949387,1004.04392507824,34.0919568761662
9,"core","sap_count_ha_abal",433.882872048489,276.654587350615,-36.2374951459947
9,"core","sap_count_ha_acps",539.978401554554,368.835200780228,-31.6944530154574
9,"core","sap_count_ha_fasy",4241.15135334242,3047.14398611775,-28.1529063159626
9,"core","sap_count_ha_lade",3291.89848437635,3325.15711312537,1.01031756923458
9,"core","sap_count_ha_piab",7964.94232823558,8427.30343135993,5.80495230311071
9,"core","sap_count_ha_pice",1362.876232263,1320.8488655131,-3.08372585528991
9,"lower","sap_count_ha_abal",187.320001804495,154.129644698621,-17.7185334113518
9,"lower","sap_count_ha_lade",847.926199604645,871.039211791641,2.72582828526502
9,"lower","sap_count_ha_pice",12.9287500763979,28.1753801438979,117.928105790625
9,"upper","sap_count_ha_abal",2.93747489169103,3.14039903416789,6.90811496128362
9,"upper","sap_count_ha_acps",35.4172617332435,34.5128338515951,-2.55363581877217
9,"upper","sap_count_ha_fasy",3.63576465609588,19.5658303994586,438.148979655593
9,"upper","sap_count_ha_lade",4135.89379384144,4405.03062317392,6.50734382331656
9,"upper","sap_count_ha_piab",22.1543459135301,100.720313260553,354.630047096273
9,"upper","sap_count_ha_pice",836.707353357613,969.88301325016,15.9166355307059
10,"core","sap_count_ha_abal",417.067504483154,285.622782384625,-31.5164141741084
10,"core","sap_count_ha_acps",490.14390320285,360.709934108488,-26.4073404256534
10,"core","sap_count_ha_fasy",4526.73737993418,2761.20541516601,-39.0023060006595
10,"core","sap_count_ha_lade",3183.13417061633,3240.38619060207,1.79860530273077
10,"core","sap_count_ha_piab",7738.38904619432,7674.51772769818,-0.82538262311265
10,"core","sap_count_ha_pice",1322.21384137671,1477.73680878756,11.7623157876577
10,"lower","sap_count_ha_abal",174.396192881503,149.047520768373,-14.535106354273
10,"lower","sap_count_ha_lade",764.85215812029,820.318778550668,7.25194010914381
10,"lower","sap_count_ha_pice",11.2320605836513,29.5965532790785,163.500655633547
10,"upper","sap_count_ha_abal",2.77459098316418,3.70816058094288,33.6471070310351
10,"upper","sap_count_ha_acps",33.7921033799235,33.1714784309066,-1.83659756848877
10,"upper","sap_count_ha_fasy",3.55569644175289,15.5644487180837,337.732775366243
10,"upper","sap_count_ha_lade",4054.26201945062,4443.26140453574,9.59482596879218
10,"upper","sap_count_ha_piab",25.8510560601277,107.999636353389,317.776496643655
10,"upper","sap_count_ha_pice",791.079420577237,1050.84988288292,32.8374693549906
